,Rank,Name,City,State,Public/Private,Undergraduate Population,Student Population,Net Price,Average Grant Aid,Total Annual Cost,Alumni Salary,Acceptance Rate,SAT Lower,SAT Upper,ACT Lower,ACT Upper,Website,lat,lon
323,324,Dordt University,Sioux Center,IA,Private,1533,1579,23792,16673,43800,89600,72,1050,1320,22,28,www.dordt.edu,43.079692,-96.175672
324,325,Xavier University,Cincinnati,OH,Private,4893,6786,30019,20690,52380,94000,74,1060,1240,22,28,www.xavier.edu,39.1014537,-84.5124602
325,326,Milwaukee School of Engineering,Milwaukee,WI,Private,2779,2823,21328,25716,52046,117600,63,1153,1360,25,30,www.msoe.edu/home,43.0349931,-87.922497
326,327,Pacific Lutheran University,Tacoma,WA,Private,2942,3122,24034,26984,54800,98100,75,1040,1270,21,27,www.plu.edu,47.2495798,-122.4398746
327,328,Pratt Institute,Brooklyn,NY,Private,4050,5035,43969,20362,65308,102300,57,1040,1290,24,29,www.pratt.edu,40.6501024,-73.9495829
328,329,Kettering University,Flint,MI,Private,2129,2311,37247,18564,59227,125000,70,1190,1350,24,29,www.kettering.edu,43.0161693,-83.6900211
329,330,St. Joseph's College (NY),Brooklyn,NY,Private,1085,1176,16973,14686,39050,86900,68,868,1060,18,22,www.sjcny.edu,40.6501024,-73.9495829
330,331,Knox College,Galesburg,IL,Private,1356,1376,22998,29331,56554,95400,72,,,,,www.knox.edu,40.9479779,-90.3705842
331,332,Master's University,Santa Clarita,CA,Private,1551,1946,26292,18498,47766,86600,66,1030,1240,20,23,www.masters.edu,34.3916641,-118.542586
332,333,SUNY Maritime College,Throggs Neck,NY,Public,1778,1794,18413,7134,34958,140700,69,1100,1253,22,26,www.sunymaritime.edu,40.8214533,-73.8241911
333,334,"University of Wisconsin, La Crosse",La Crosse,WI,Public,10480,10548,14424,2975,26055,88300,73,,,22,26,www.uwlax.edu,43.8014053,-91.2395429
334,335,"California State University, Chico",Chico,CA,Public,17732,17875,14703,8615,36300,105100,68,990,1170,19,25,www.csuchico.edu,39.7284945,-121.8374777
335,336,"University of North Carolina, Wilmington",Wilmington,NC,Public,16060,16487,18093,5471,38678,80500,67,1185,1310,23,27,uncw.edu,34.2257282,-77.9447107
336,337,Rochester Institute of Technology,Rochester,NY,Private,15217,16584,30187,21055,54714,106600,57,1190,1380,26,32,www.rit.edu,43.157285,-77.615214
337,338,Wagner College,Staten Island,NY,Private,1858,2271,30106,26903,62203,105900,70,,,,,wagner.edu,40.5834557,-74.1496048
338,339,Hendrix College,Conway,AR,Private,1249,1354,20695,35974,60096,90300,80,1100,1410,24,31,www.hendrix.edu,35.2521996,-92.6888936
339,340,Illinois State University,Normal,IL,Public,20115,20784,21345,9124,40036,95000,89,,,21,26,www.illinoisstate.edu,40.5117699,-88.9944815
340,341,Ramapo College of New Jersey,Mahwah,NJ,Public,6120,6466,21316,11907,39973,95200,57,1050,1230,21,26,https://www.ramapo.edu,41.0887072,-74.1437552
341,342,Westminster College (UT),Salt Lake City,UT,Private,2422,2570,21109,20070,47784,92200,93,1060,1267,21,28,https://www.westminstercollege.edu,40.7596198,-111.8867975
342,343,Mills College,Oakland,CA,Private,869,1310,24558,35560,63767,91200,87,,,,,www.mills.edu,37.8044557,-122.2713563
343,344,Luther College,Decorah,IA,Private,2053,2214,25273,26533,54045,85900,65,1023,1305,23,28,www.luther.edu,43.3041609,-91.7859098
344,345,Virginia Commonwealth University,Richmond,VA,Public,26355,30675,21655,9187,51204,88200,84,1070,1260,21,27,www.vcu.edu,37.5385087,-77.43428
345,346,St. Norbert College,De Pere,WI,Private,2162,2165,24930,20123,48110,88700,79,1110,1230,22,27,www.snc.edu,44.4487476,-88.0601086
346,347,University of Wyoming,Laramie,WY,Public,10874,12397,13070,7422,31387,98800,97,1040,1290,22,27,www.uwyo.edu,41.311367,-105.591101
347,348,Austin College,Sherman,TX,Private,1228,1288,21011,29820,53784,93100,52,1160,1360,23,29,www.austincollege.edu,36.2452294,-101.8858689
348,349,"University of Nevada, Reno",Reno,NV,Public,20196,21657,14505,5672,38398,95000,88,1070,1260,21,26,www.unr.edu,39.5261206,-119.8126581
349,350,Simmons College,Boston,MA,Private,1825,6283,28308,26660,58230,94300,60,1130,1310,24,29,www.simmons.edu,42.3602534,-71.0582912
350,351,Allegheny College,Meadville,PA,Private,1802,1957,22927,33282,61120,93500,68,1140,1320,23,29,allegheny.edu,41.641445,-80.151449
351,352,Bethel University,Saint Paul,MN,Private,3006,3797,27151,19821,50350,85700,83,1030,1360,21,27,www.bethel.edu,44.9504037,-93.1015026
352,353,Adelphi University,Garden City,NY,Private,5768,7978,28322,20425,56358,96400,73,1060,1240,22,27,www.adelphi.edu,40.7266477,-73.6343052
353,354,"SUNY, College at New Paltz",New Paltz,NY,Public,7565,7709,16192,8061,34080,85200,44,1100,1260,23,28,www.newpaltz.edu,41.7464972,-74.0844894
354,355,Wentworth Institute of Technology,Boston,MA,Private,4457,4543,36690,13455,54071,112700,92,1080,1270,22,28,https://wit.edu,42.3602534,-71.0582912
355,356,Drew University,Madison,NJ,Private,1678,2117,26218,35351,66486,95000,63,,,,,www.drew.edu,40.7598227,-74.417097
356,357,Gordon College,Wenham,MA,Private,1784,1963,28240,17558,49940,91300,89,1050,1290,22,29,www.gordon.edu,42.6042806,-70.8931571
357,358,Oklahoma State University,Stillwater,OK,Public,23241,25295,14824,9874,38686,98600,74,1070,1260,22,28,okstate.edu,36.1156306,-97.0585717
358,359,Millsaps College,Jackson,MS,Private,859,871,22292,29468,55322,88700,49,1110,1320,22,28,www.millsaps.edu,32.2990384,-90.1847691
359,360,Georgia College &amp; State University,Milledgeville,GA,Public,6804,6952,19686,7252,46834,80300,79,1100,1260,23,27,www.gcsu.edu,33.0801429,-83.2320991
360,361,Rowan University,Glassboro,NJ,Public,16047,18484,23692,9357,39526,91200,69,1050,1260,22,28,www.rowan.edu,39.7027677,-75.1119434
361,362,"CUNY, Brooklyn College",Brooklyn,NY,Public,17679,17803,4211,9250,34942,97800,40,1050,1210,,,www.brooklyn.cuny.edu,40.6501024,-73.9495829
362,363,John Brown University,Siloam Springs,AR,Private,2230,2613,22583,15476,38834,82700,76,1080,1310,24,29,www.jbu.edu,36.1881365,-94.5404962
363,364,Florida International University,Miami,FL,Public,55835,56718,12503,6471,36086,90100,54,1080,1240,22,27,www.fiu.edu,25.7741728,-80.19362
364,365,Salisbury University,Salisbury,MD,Public,8714,8721,18792,5527,34102,89800,65,,,,,www.salisbury.edu,38.3662114,-75.6008881
365,366,Kansas State University,Manhattan,KS,Public,21022,22795,17926,6435,39696,97200,94,,,,,www.k-state.edu,39.1836082,-96.5716694
366,367,Concordia College—Moorhead,Moorhead,MN,Private,2059,2140,23393,23456,49488,85200,62,1055,1305,22,28,www.concordiacollege.edu,46.8739081,-96.7538674
367,368,"University of Wisconsin, Eau Claire",Eau Claire,WI,Public,10904,10944,16188,3449,27990,93600,76,,,21,26,www.uwec.edu,44.811349,-91.4984941
368,369,North Dakota State University,Fargo,ND,Public,12915,14358,15265,4666,33478,98600,92,1060,1328,21,26,www.ndsu.edu,46.877229,-96.789821
369,370,Sacred Heart University,Fairfield,CT,Private,5937,8543,39973,15472,58440,100500,60,,,,,www.sacredheart.edu,41.1412078,-73.2637258
370,371,Hanover College,Hanover,IN,Private,1089,1103,21898,26000,50450,85100,84,1070,1260,22,27,www.hanover.edu,38.7142263,-85.4735707
371,372,Florida Institute of Technology,Melbourne,FL,Private,3943,6402,31592,23760,59650,105400,63,1130,1320,24,29,www.fit.edu,28.106471,-80.6371513
372,373,Hampshire College,Amherst,MA,Private,1268,1382,29416,30632,67114,92300,63,,,,,www.hampshire.edu,42.3685658,-72.505714
373,374,Saint John Fisher College,Rochester,NY,Private,2976,3776,27022,17631,47770,86700,65,1060,1230,22,26,www.sjfc.edu,43.157285,-77.615214
374,375,"University of Minnesota, Morris",Morris,MN,Public,1627,1912,11051,11572,25942,85300,64,1150,1390,22,28,www.morris.umn.edu,45.586072,-95.913941
375,376,Roger Williams University,Bristol,RI,Private,5024,5472,35100,13685,52700,92700,82,,,,,www.rwu.edu,41.6770463,-71.2661597
376,377,La Salle University,Philadelphia,PA,Private,3896,5197,25937,27431,45476,104800,79,,,,,www.lasalle.edu,39.9527237,-75.1635262
377,378,Lebanon Valley College,Annville,PA,Private,1784,1910,27137,26230,57390,93100,73,1063,1250,22,26,www.lvc.edu,40.3295901,-76.515226
378,379,Assumption College,Worcester,MA,Private,2318,2481,28285,20777,54594,95700,79,,,,,www.assumption.edu,42.2761217,-71.8058232
379,380,Merrimack College,North Andover,MA,Private,3786,4191,32442,20113,57865,102500,82,,,,,www.merrimack.edu/index.php,42.6839894,-71.1127065
380,381,Grove City College,Grove City,PA,Private,2373,2383,,6843,28504,98400,80,1071,1249,23,32,www.gcc.edu,41.1579008,-80.0886631
381,382,University of St. Thomas (TX),Houston,TX,Private,1979,3168,17309,23263,46506,92000,81,1070,1235,21,27,www.stthom.edu/home/index.aqf,29.7589382,-95.3676974
382,383,Le Moyne College,Syracuse,NY,Private,3148,3431,23130,22291,49995,91700,64,1080,1240,22,27,www.lemoyne.edu,43.0481221,-76.1474244
383,384,St. Edward's University,Austin,TX,Private,4300,4447,22968,28957,58700,89100,84,1080,1250,22,28,www.stedwards.edu/contactus,30.2711286,-97.7436995
384,385,"University of Hawaii, Manoa",Honolulu,HI,Public,15299,17612,15307,7227,51550,91600,83,1050,1240,21,26,www.manoa.hawaii.edu,21.304547,-157.8556764
385,386,Augustana College,Rock Island,IL,Private,2591,2647,24745,27532,53422,88900,59,,,,,www.augustana.edu,41.4411786,-90.5766144
386,387,Covenant College,Lookout Mountain,GA,Private,1017,1068,22202,21187,45920,79400,95,1130,1350,24,30,www.covenant.edu,34.9775758,-85.3577363
387,388,Howard University,Washington,DC,Private,6156,9392,23424,20427,43201,101300,41,1090,1290,22,28,www.howard.edu,38.8949924,-77.0365581
388,389,Union University (TN),Jackson,TN,Private,2853,3377,22839,24075,51790,83000,60,1070,1320,23,29,www.uu.edu,35.6144446,-88.8177418
389,390,Iona College,New Rochelle,NY,Private,3649,3792,26717,23110,55864,106200,92,980,1180,20,25,www.iona.edu,40.9115386,-73.7826363
390,391,Lipscomb University,Nashville,TN,Private,3705,4642,24279,18955,47734,84800,60,1060,1330,23,29,www.lipscomb.edu,36.1622296,-86.7743531
391,392,Carroll College,Helena,MT,Private,1362,1415,26297,20475,48538,91400,78,1080,1270,22,28,www.carroll.edu,46.5927425,-112.0362771
392,393,Berry College,Mount Berry,GA,Private,2110,2138,24165,21883,50632,84900,62,1120,1300,24,29,www.berry.edu,34.2798482,-85.1820652
393,394,Elizabethtown College,Elizabethtown,PA,Private,1735,1766,28222,27431,58490,89700,74,1070,1280,22,27,www.etown.edu,40.153364,-76.6042521
394,395,College of St. Scholastica,Duluth,MN,Private,3143,4276,23935,23314,49104,86800,68,1020,1300,19,27,www.css.edu,46.7729322,-92.1251218
395,396,Augustana University,Sioux Falls,SD,Private,1743,2080,18446,21816,45458,88400,68,1070,1290,23,29,www.augie.edu,43.5499749,-96.700327
396,397,Louisiana Tech University,Ruston,LA,Public,12708,12839,10774,10650,29277,100700,65,870,1100,22,27,www.latech.edu,32.5232053,-92.637927
397,398,George Fox University,Newberg,OR,Private,2821,4076,28366,17754,48902,89600,82,1050,1270,21,27,www.georgefox.edu,45.300347,-122.972751
398,399,University of North Dakota,Grand Forks,ND,Public,13957,14406,15056,4640,33017,96000,83,1050,1270,21,26,www.und.edu,47.9078244,-97.0592028
399,400,Pace University,New York,NY,Private,10063,12986,29588,28509,64982,107800,80,1040,1220,21,27,www.pace.edu,40.7127281,-74.0060152
400,401,University of Mississippi,University,MS,Public,20940,23136,13929,9642,40086,89100,84,1070,1290,22,29,www.olemiss.edu,34.3653695,-89.5350279
401,402,California Institute of the Arts,,CA,Private,991,1498,46101,15401,68993,91000,24,,,,,,36.7014631,-118.7559974
402,403,Linfield College,McMinnville,OR,Private,1535,1692,27254,25864,56712,92000,81,1020,1210,20,26,www.linfield.edu,45.2100367,-123.194463
403,404,Berklee College of Music,,MA,Private,6762,6952,47270,19811,63574,84200,53,,,,,,29.825009,-95.478675
404,405,University of Northern Iowa,Cedar Falls,IA,Public,11334,11861,16496,4677,31872,85300,81,1080,1360,21,26,www.uni.edu,42.5274123,-92.4453179
405,406,New Mexico Institute of Mining and Technology,Socorro,NM,Public,1707,2009,13694,6883,35153,120400,22,1190,1390,23,29,www.nmt.edu,34.0572858,-106.8930799
406,407,St. John's University (NY),Queens,NY,Private,17861,21340,25747,25628,59865,106600,68,1060,1250,22,29,www.stjohns.edu/contact.stj,40.7498243,-73.7976337
407,408,University of Massachusetts Lowell,Lowell,MA,Public,16407,18315,19322,9817,46983,109300,69,1130,1310,24,29,www.uml.edu,42.6334247,-71.3161718
408,409,South Dakota School of Mines and Technology,Rapid City,SD,Public,2778,2885,19759,4230,28770,118500,83,1150,1353,24,29,www.sdsmt.edu,44.0869329,-103.2274481
409,410,Goucher College,Baltimore,MD,Private,1508,2236,25306,29040,59810,90600,79,,,,,www.goucher.edu,39.2908816,-76.610759
410,411,"CUNY, The City College of New York",New York,NY,Public,15842,16001,2540,9669,36674,99100,46,1040,1240,,,www.ccny.cuny.edu,40.7127281,-74.0060152
411,412,Nebraska Wesleyan University,Lincoln,NE,Private,2064,3703,23652,18976,46544,80500,71,1040,1300,22,28,www.nebrwesleyan.edu,40.8088861,-96.7077751
412,413,Brigham Young University-Idaho,Rexburg,ID,Private,51881,69458,7977,4070,12322,93500,95,990,1180,20,25,www.byui.edu,43.8235163,-111.7870222
413,414,Valparaiso University,Valparaiso,IN,Private,3531,4026,21946,26441,52980,98000,84,1060,1270,23,29,www.valpo.edu,41.4730948,-87.0611412
414,415,Lake Forest College,Lake Forest,IL,Private,1542,1640,24628,31022,58675,102600,53,,,,,www.lakeforest.edu,42.2586342,-87.840625
415,416,Azusa Pacific University,Azusa,CA,Private,6263,9926,27267,21186,52396,85700,60,990,1220,21,27,www.apu.edu,34.1338751,-117.9056046
416,417,"California State University, Fresno",Fresno,CA,Public,23020,25325,5872,10267,32311,97300,59,910,1110,16,22,www.fresnostate.edu,36.7295295,-119.7088613
417,418,West Chester University of Pennsylvania,West Chester,PA,Public,15851,17306,22193,5743,38253,92200,69,1040,1210,21,26,www.wcupa.edu,39.9597213,-75.6059638
418,419,Goshen College,Goshen,IN,Private,921,950,19251,23958,46500,79200,64,980,1233,19,28,www.goshen.edu,41.5824086,-85.834366
419,420,Agnes Scott College,Decatur,GA,Private,921,981,20356,29066,54065,83600,66,,,,,www.agnesscott.edu,33.7737582,-84.296069
420,421,Maryville University of Saint Louis,St. Louis,MO,Private,3486,7689,23891,12346,46076,80100,92,983,1265,21,27,www.maryville.edu,38.6264178,-90.1998378
421,422,Montclair State University,Montclair,NJ,Public,18785,21013,18500,9983,38435,95400,71,990,1150,,,www.montclair.edu,40.8164458,-74.2210643
422,423,Oregon Institute of Technology,Klamath Falls,OR,Public,5486,7358,17041,5674,42093,106800,61,1040,1230,21,26,www.oit.edu,42.224867,-121.7816704
423,424,Albion College,Albion,MI,Private,1476,1568,17863,34181,56750,99300,71,1010,1200,20,26,www.albion.edu,42.243097,-84.7530304
424,425,University of North Florida,Jacksonville,FL,Public,16309,16531,13795,7267,35614,86600,59,1090,1280,21,26,www.unf.edu,30.3321838,-81.655651
425,426,San Francisco State University,San Francisco,CA,Public,29485,29758,13787,8470,38599,99500,70,950,1150,18,24,www.sfsu.edu,37.7790262,-122.4199061
426,427,Montana State University,Bozeman,MT,Public,15848,16613,17754,5661,38121,96200,83,1090,1300,21,28,www.montana.edu,45.6794293,-111.0440474
427,428,High Point University,High Point,NC,Private,4608,4951,38741,10331,51105,84300,81,1050,1240,21,27,www.highpoint.edu,35.9556924,-80.0053176
428,429,Whittier College,Whittier,CA,Private,1660,1987,25322,28841,61409,95600,74,1010,1220,21,27,www.whittier.edu,33.9708782,-118.0308396
429,430,Eckerd College,St. Petersburg,FL,Private,2037,2200,32718,23182,59200,88400,73,1060,1260,23,29,www.eckerd.edu,27.7703796,-82.6695085
430,431,University of Louisville,Louisville,KY,Public,18009,21402,16721,9589,41472,87600,75,1070,1290,22,28,www.louisville.edu,38.2542376,-85.759407
431,432,Mississippi State University,Starkville,MS,Public,19554,21883,16192,10003,38410,94100,62,,,21,28,www.msstate.edu,33.4503998,-88.8183872
432,433,University of Tampa,Tampa,FL,Private,8101,8895,29735,12304,43708,91500,53,1070,1230,22,27,www.ut.edu,27.9477595,-82.458444
433,434,"California State University, Stanislaus",Turlock,CA,Public,9299,10327,6295,8875,32434,94200,77,,,,,www.csustan.edu,37.4946568,-120.8465941
434,435,University of Idaho,Moscow,ID,Public,11344,12072,14354,6993,37624,97700,73,1010,1230,20,26,www.uidaho.edu,46.7323875,-117.0001651
435,436,Cornell College (IA),Mount Vernon,IA,Private,1006,1009,24355,26957,55954,90600,65,1100,1340,23,29,www.cornellcollege.edu/index.shtml,41.9222443,-91.4171209
436,437,Washington &amp; Jefferson College,Washington,PA,Private,1412,1424,27925,29017,60134,92100,48,,,,,www.washjeff.edu,31.3991238,-88.2019828
437,438,Ohio University,Athens,OH,Public,26467,29369,20853,6291,36706,93300,74,1080,1260,22,26,www.ohio.edu,39.3289242,-82.1012479
438,439,Stetson University,DeLand,FL,Private,3213,4252,26883,30974,61374,86000,68,,,,,www.stetson.edu/home,29.0283213,-81.3031098
439,440,Moravian College,Bethlehem,PA,Private,2195,2446,26838,25900,57868,95300,76,1010,1210,21,27,www.moravian.edu,40.6178915,-75.3786521
440,441,Abilene Christian University,Abilene,TX,Private,3806,5145,26037,18599,48300,90900,58,1025,1220,21,26,www.acu.edu,32.44645,-99.7475905
441,442,"University of Minnesota, Duluth",Duluth,MN,Public,10490,11168,17131,7100,29542,95700,77,1050,1280,22,26,www.d.umn.edu,46.7729322,-92.1251218
442,443,Stockton University,Galloway,NJ,Public,9105,9216,20364,12270,37234,85800,82,1010,1200,19,25,www.stockton.edu,40.3692104,-74.1567618
443,444,University of Rhode Island,Kingston,RI,Public,16255,18089,19431,10834,45735,99700,70,1050,1230,22,27,www.uri.edu,41.4729285,-71.5223468
444,445,Utah State University,Logan,UT,Public,27679,29784,13279,8145,33264,93900,89,1000,1220,21,27,www.usu.edu,41.7313447,-111.8348631
445,446,Saint Mary's University of Minnesota,Winona,MN,Private,1883,5754,20210,21359,45300,93700,64,960,1210,20,25,www.smumn.edu,43.9582272,-91.7807784
446,447,McDaniel College,Westminster,MD,Private,1646,2819,20333,30807,55830,94600,85,1060,1230,21,28,www.mcdaniel.edu,39.5752639,-76.9959277
447,448,North Central College,Naperville,IL,Private,2883,2965,23265,23128,51228,92900,54,1063,1323,22,27,www.northcentralcollege.edu/home,41.7728699,-88.1479278
448,449,Bellarmine University,Louisville,KY,Private,2903,3757,24433,28601,59306,90700,89,1050,1210,22,27,www.bellarmine.edu,38.2542376,-85.759407
449,450,"SUNY, College at Oneonta",Oneonta,NY,Public,6150,6358,17513,7634,33812,88000,60,1040,1190,21,25,www.oneonta.edu/home/default.asp,42.453492,-75.0629531
450,451,"SUNY, Farmingdale State College",Farmingdale,NY,Public,9574,12307,9443,7438,33818,93800,59,980,1140,19,23,www.farmingdale.edu,40.7356738,-73.4417524
451,452,University of New England,Biddeford,ME,Private,8281,8798,33183,19228,54260,91500,81,1030,1210,21,26,www.une.edu,43.4925843,-70.4533844
452,453,Susquehanna University,Selinsgrove,PA,Private,2351,2370,25492,30386,59780,94700,70,,,,,www.susqu.edu,40.8062437,-76.8607084
453,454,West Virginia University,Morgantown,WV,Public,24183,28406,11825,8964,37712,99900,72,1020,1210,21,27,www.wvu.edu,39.6296809,-79.9559437
454,455,University of La Verne,La Verne,CA,Private,6653,8159,25429,24969,59826,90500,48,1020,1193,19,25,www.laverne.edu,34.1008426,-117.7678355
455,456,"University of Alabama, Birmingham",Birmingham,AL,Public,13308,20902,17535,9254,36800,87200,92,990,1370,21,28,www.uab.edu,33.5206824,-86.8024326
456,457,Sonoma State University,Rohnert Park,CA,Public,9244,9481,17296,7277,37914,97100,82,980,1170,19,24,www.sonoma.edu,38.3396367,-122.7010984
457,458,Canisius College,Buffalo,NY,Private,2861,3464,20913,26244,52172,90000,78,1040,1260,22,28,www.canisius.edu,42.8867166,-78.8783922
458,459,Houghton College,Houghton,NY,Private,1043,1231,19325,22690,44408,77900,91,1060,1320,22,29,www.houghton.edu,42.4215115,-78.164026
459,460,Hamline University,Saint Paul,MN,Private,2346,3734,21103,26309,52178,90400,69,1015,1260,20,26,www.hamline.edu,44.9504037,-93.1015026
460,461,Ouachita Baptist University,Arkadelphia,AR,Private,1545,1648,18509,17776,37600,80200,71,1020,1260,21,28,www.obu.edu,34.1209292,-93.053784
461,462,Ohio Wesleyan University,Delaware,OH,Private,1560,1712,25194,31028,60350,99200,71,,,,,www.owu.edu,40.2986724,-83.067965
462,463,Birmingham-Southern College,Birmingham,AL,Private,1283,1325,22853,26594,52414,88300,62,1030,1260,23,29,www.bsc.edu,33.5206824,-86.8024326
463,464,Berea College,Berea,KY,Private,1670,1710,1298,33422,35394,71600,35,970,1200,22,27,www.berea.edu,37.568694,-84.2963224
464,465,Roanoke College,Salem,VA,Private,2035,2087,27435,26726,59327,85100,67,1040,1230,22,27,www.roanoke.edu,37.293378,-80.054667
465,466,"University of Colorado, Denver",Denver,CO,Public,19806,24839,14941,6251,44114,95600,65,1060,1280,21,27,www.cu.edu,39.7392364,-104.9848623
466,467,Saint Vincent College,Latrobe,PA,Private,1720,1865,20909,25507,48879,88300,62,1020,1210,20,26,www.stvincent.edu,40.317287,-79.3840301
467,468,Spelman College,Atlanta,GA,Private,2137,2166,36740,13647,51642,85400,40,1070,1215,22,26,www.spelman.edu,33.7489924,-84.3902644
468,469,"California State University, Sacramento",Sacramento,CA,Public,30445,31255,9733,8984,37622,101100,68,940,1140,17,23,www.csus.edu,38.5810606,-121.4938951
469,470,Wittenberg University,Springfield,OH,Private,1884,2053,24263,26135,52056,105400,72,,,,,www.wittenberg.edu,39.9234046,-83.810138
470,471,South Dakota State University,Brookings,SD,Public,12516,13103,23362,4201,26052,91900,91,980,1260,20,26,www.sdstate.edu,44.311461,-96.79844
471,472,Coe College,Cedar Rapids,IA,Private,1394,1476,20767,31543,55240,86900,56,1073,1326,22,28,www.coe.edu,41.9758872,-91.6704053
472,473,East Carolina University,Greenville,NC,Public,25207,29131,15415,8225,38277,85400,79,1030,1180,20,24,www.ecu.edu,35.612661,-77.3663538
473,474,"California State University, Northridge",Northridge,CA,Public,37184,41319,5703,9782,34007,97300,58,910,1120,17,22,www.csun.edu,34.2345615,-118.5369316
474,475,University of Alabama in Huntsville,Huntsville,AL,Public,7519,9101,19986,9587,36881,103900,81,1080,1330,25,31,www.uah.edu,34.729847,-86.5859011
475,476,Mercer University,Macon,GA,Private,5057,8653,21044,28528,51293,85100,73,1170,1340,25,30,www.mercer.edu,32.8406946,-83.6324022
476,477,Oklahoma City University,Oklahoma City,OK,Private,1983,2845,26838,18588,45408,87900,72,1110,1280,23,28,www.okcu.edu,35.4729886,-97.5170536
477,478,Rider University,Lawrenceville,NJ,Private,4371,5073,29086,25766,59700,99000,67,990,1190,19,26,www.rider.edu,40.3009876,-74.7373728
478,479,Loyola University New Orleans,New Orleans,LA,Private,2766,3759,22766,27972,55402,88600,69,1080,1270,22,28,www.loyno.edu,29.9499323,-90.0701156
479,480,Nova Southeastern University,Fort-Lauderdale-Davie,FL,Private,4840,20793,26606,19075,49149,89800,58,1080,1280,23,28,www.nova.edu,26.0705367,-80.3559118
480,481,Grand Valley State University,Allendale,MI,Public,24282,25049,16975,6374,29314,82100,81,1050,1230,21,26,www.gvsu.edu,42.9722455,-85.9536535
481,482,Florida Atlantic University,Boca Raton,FL,Public,30208,31454,10466,8635,35804,91200,60,1060,1220,21,26,www.fau.edu,26.3586885,-80.0830984
482,483,Northwestern College (IA),Orange City,IA,Private,1131,1243,23064,19343,43650,82400,68,995,1235,21,27,www.nwciowa.edu,43.0072424,-96.0583138
483,484,Pacific University (OR),Forest Grove,OR,Private,1995,3893,29902,26103,57488,94000,84,1070,1260,22,27,www.pacificu.edu,45.5197452,-123.1114405
484,485,"University of North Carolina, Charlotte",Charlotte,NC,Public,26758,29317,16286,7385,37081,92600,66,1110,1270,22,26,www.uncc.edu,35.2272086,-80.8430827
485,486,Tennessee Technological University,Cookeville,TN,Public,10215,10504,14813,9050,42377,95100,64,1010,1250,21,28,www.tntech.edu,36.1623886,-85.4997057
